ConsCode,Ticker,Price,IndexShares,Weight%
C20539,VESBE,10.25,309447760,0.002655
C20894,CEMEXCPO,9.58,15137459907,0.128133
C20896,GRUMAB,266.65,194643664,0.045859
C20901,GMEXICOB,83.68,3155618410,0.233319
C20902,PE&OLES*,268.42,123955697,0.029398
C20941,ELET3,32.72,1316790939,0.137283
C20944,CSNA3,14.57,617190666,0.028653
C20983,FEMSAUBD,171.36,1821763844,0.275832
C20987,VIVT3,39.3,439070179,0.054981
C21010,USIM5,7.01,459936367,0.010273
C21849,APPC,47.9,127400000,0.026218
C22835,TLV,19.67,564060454,0.039562
C22916,SNP,0.4852,15853348494,0.027427
C23305,MAREL,570,569390292,0.038168
C23409,POWF,157.35,1161789630,0.035976
C23496,UNOMINDA,480.25,166867560,0.015771
C23508,TAVHL,80.25,171708819,0.011533
C23549,INBK,288.65,197579993,0.011224
C23627,APEX,2.04,503487798,0.004508
C23634,NMDC,22.74,205507500,0.020509
C23818,IDEA,6.25,8027475747,0.009874
C23929,DFM,1.29,1615144126,0.009144
C24269,SABB,36.55,1001506850,0.157266
C24330,PAG,36462.65,5734090,0.041147
C24458,ASTRA,1398.75,118563991,0.032637
C24776,MDIA3,26.24,123851274,0.010355
C24915,2007,2.05,12972840928,0.054604
C24941,YZJSGD,1.21,2537662025,0.037204
C25069,SIPCHEM,39.85,359333170,0.06152
C25115,RESEARCH,201,32160000,0.027772
C25116,SADAFCO,272.2,15423880,0.018037
C25119,TAWUNIYA,106.4,61250000,0.027999
C25123,998,3.99,9313210498,0.076297
C25153,3993,4.72,3933468000,0.03812
C25453,SMTO3,28.4,162673664,0.014721
C25455,JBSS3,16.79,1350363416,0.072242
C26914,KAYAN,13.02,735000000,0.041114
C26933,HALKB,10.95,611174500,0.005601
C27174,ISMEN,42.52,121623000,0.004328
C27399,811,6.23,347096100,0.00444
C27806,2382,92.2,651089982,0.123255
C27816,SLCE3,44.66,97402161,0.01386
C27900,MNCN,565,6252374706,0.003818
C28105,DLFU,382.9,620082841,0.046726
C28220,656,5.67,2157394147,0.025116
C28337,2020,110.5,1133447934,0.257156
C28338,3331,19.62,258878369,0.010429
C28344,AEGN,7.42,36499642,0.004768
C28483,AP,36.8,1554137230,0.01694
C28517,AIRARABI,2.12,2286683000,0.021275
C28671,MULT3,25.32,277755399,0.022409
C29531,817,1.38,6721026930,0.019044
C30043,GENT,4.63,2289167491,0.038833
C30049,KLK,21,424984462,0.032699
C30050,MAY,8.66,7097856586,0.225208
C30057,PEP,16.6,669048310,0.040691
C30061,SIME,2.2,3525494796,0.028417
C30065,HLFG,18.1,225768528,0.014972
C30136,IOI,3.74,2463978615,0.033763
C30143,NESZ,135.4,61040350,0.030281
C30151,GENM,2.63,2790416358,0.026888
C30154,T,4.94,1146303114,0.020747
C30164,TNB,9.23,3216813872,0.108784
C30167,267,9.09,4907527306,0.091593
C30194,IJM,1.62,3070303200,0.018224
C30204,AMM,3.67,2095667628,0.028179
C30209,CIMB,5.16,6751598858,0.127642
C30237,KTB,16.6,6169033436,0.048727
C30239,SCB,103.5,1697811289,0.083613
C30248,ADVANC,210,1116411742,0.111555
C30250,INTUCH,74,867435571,0.030543
C30251,TRUE,8.25,10486509284,0.041165
C30361,HLBK,20.28,625984890,0.046513
C30368,YTL,0.615,4686585169,0.01056
C30372,PTG,16.64,570276567,0.034768
C30374,SCCC,136,88595400,0.005733
C30423,ICT,210,1093763364,0.068032
C30424,JGS,50.7,3008393496,0.045177
C30425,MER,310,262480520,0.024101
C30426,MEG,2.01,11340636074,0.006752
C30428,MBT,57.55,1798966796,0.030665
C30430,TEL,1281,91067861,0.034553
C30434,SMC,105.6,363442306,0.011368
C30435,SMPH,33.5,10632607451,0.105501
C30437,URC,141,876191071,0.036592
C30447,GGRM,25650,461781120,0.012802
C30448,HMSP,1035,8723855768,0.009759
C30449,INTP,9900,1449061077,0.015505
C30451,ISAT,6750,1125251900,0.008209
C30453,KLBF,2050,18516133256,0.041025
C30457,MYOR,2560,3512551727,0.009719
C30460,SMGR,6025,3320412532,0.021622
C30462,TLKM,4250,46321492482,0.212771
C30573,291,64.75,1573101381,0.209137
C30576,270,7.59,2919575307,0.045498
C30577,1199,4.75,1403617173,0.013689
C30579,688,20,3830709237,0.157305
C30608,ASII,5925,20197244662,0.129337
C30616,AC,650,281450544,0.054186
C30620,ALI,27.7,7446533302,0.061095
C30645,ALPHA,1.151,2136272966,0.04329
C30651,TPEIR,2.122,674519707,0.0252
C30665,HTO,13.5,212422933,0.050488
C30673,MYTIL,27.48,102246105,0.049467
C30676,ETE,4.598,545239341,0.044138
C30682,FSR,62.12,4958787393,0.272135
C30737,SLM,56.17,1753742346,0.087026
C31239,HAR,82.86,535021005,0.039165
C32011,DXCO3,5.57,332753373,0.005906
C32041,3888,37.5,863228342,0.066465
C32259,3377,0.79,2908236591,0.004717
C32260,PWGR,225.25,3141534904,0.139261
C34343,363,10.74,455215497,0.010038
C34345,144,11.22,1519719738,0.03501
C34348,392,28.55,513150859,0.03008
C34349,135,6.07,3673067575,0.045777
C34401,EUROB,1.233,2545403057,0.055255
C34404,ELPE,7.6,58232672,0.007792
C34405,ELLAKTOR,2.045,83506523,0.003007
C34406,QUEST,5,26893144,0.002367
C34415,SAR,6.81,32152966,0.003855
C34420,ABG,184.05,829808659,0.134925
C34425,BVT,255.09,339067726,0.076411
C34436,INL,98.54,278372172,0.024234
C34438,MTN,129.32,1798912338,0.20552
C34447,SHP,225.76,484836786,0.096699
C34454,DELTA,914,278822188,0.12126
C34458,PTTEP,159.5,1377981932,0.10458
C34459,MAKRO,38.75,1592094383,0.029355
C34461,IRPC,2.6,10205295423,0.012625
C34462,BPI,101.6,1944451885,0.058515
C34466,INKP,7275,2626071812,0.020648
C34467,INDF,6250,4384066951,0.029614
C34471,CMIG3,17.85,325851993,0.018533
C34477,CPLE6,7.13,1322226847,0.030039
C34478,SBSP3,50.2,339982578,0.054381
C34482,BANPU,10.9,7776868873,0.040334
C34483,CPF,20.9,4759411235,0.047331
C34484,TTB,1.44,42985894469,0.029453
C34557,BBL,153,668095013,0.048638
C34558,LH,9.8,8194419954,0.038211
C34559,SCC,312,726189610,0.107808
C34560,KBANK,130,1515895794,0.093769
C34894,2633,30.15,2082468431,0.033146
C35087,3532,161.5,61833196,0.005272
C35242,3998,4.24,3525889306,0.030695
C36154,COPEC,5531.2,487245163,0.053642
C36156,CMPC,1278,1197224328,0.030454
C36159,ENELAM,103.98,18988860645,0.0393
C36165,CCU,6171,131893608,0.0162
C36166,ANDINAB,2052.7,375119370,0.015326
C36170,SQM/B,60748,136079161,0.164537
C36172,902,3.96,4228464943,0.03438
C36173,900932,0.768,1086316358,0.013447
C36174,200539,2.13,798408000,0.003492
C36179,2039,5.26,690559769,0.007458
C36189,BCOLO,35300,274605761,0.034192
C36192,CEZ,1135,158335766,0.135318
C36194,KOMB,732,74786936,0.041221
C36197,TABAK,17420,428668,0.005623
C36199,COMI,51.6,2235841140,0.060176
C36220,MTELEKOM,400.5,362957901,0.006807
C36221,MOL,2714,358650964,0.04558
C36222,RICHT,7920,139324404,0.051671
C36223,OTP,10210,230032989,0.109979
C36234,HUVR,2565.25,886472284,0.447524
C36235,RIL,2341.45,3267555848,1.505668
C36236,ONGC,150.6,3685384004,0.109227
C36239,ITC,387.35,2957581423,0.225456
C36240,LT,2274.25,688479953,0.308142
C36241,HDFC,2729.3,1752808703,0.941472
C36242,SBIN,527.65,1784922307,0.185347
C36244,TTMT,437.65,1841522042,0.158608
C36247,NEST,19708.25,35900637,0.139242
C36248,MM,1171.25,919607422,0.21197
C36249,HNDL,405.25,1409540383,0.112414
C36250,BHEL,70.6,1282412953,0.017818
C36251,ACEM,383.6,685995210,0.051787
C36252,ACC,1712,85160433,0.028692
C36253,TATA,104.35,8143806651,0.16724
C36254,CSTRL,113.85,484669968,0.010859
C36255,IDBI,46.55,568398733,0.005207
C36257,CLGT,1538.6,132732536,0.040191
C36359,ISCTR,11.81,3117979182,0.03082
C36360,YKBNK,9.69,2705590435,0.021943
C36361,AKBNK,16.83,3080972826,0.043399
C36362,EREGL,34.86,1352050000,0.039448
C36363,MGROS,174.5,89046000,0.013005
C36364,GARAN,27.28,589260000,0.013454
C36365,DOHOL,9.22,927540355,0.007158
C36366,VESTL,48.68,131012250,0.005338
C36367,ARCLK,118,102615846,0.010134
C36370,AEFES,62.9,195098598,0.010271
C36375,SISE,42.8,1443763807,0.051718
C36376,TOASO,201.4,121950000,0.020556
C36379,2330,531,23999850782,6.727726
C36380,2303,52.4,11700742554,0.323676
C36381,2882,42.25,9199061671,0.20518
C36382,2357,270,704879506,0.100472
C36383,1303,77.5,5642779561,0.230866
C36384,2344,26.5,2940822143,0.041141
C36385,2883,12.8,15745039160,0.106394
C36386,1301,90.8,3728017077,0.178702
C36388,2002,30.8,12325116619,0.200404
C36389,3711,110.5,3401907145,0.198449
C36391,2317,103,11926330821,0.648499
C36392,1402,31.3,3920981104,0.064789
C36393,2324,25.65,4108782798,0.055637
C36394,2892,26.5,10416105478,0.145719
C36397,2880,22.45,10152931499,0.12033
C36400,2356,31.5,3028187703,0.050357
C36401,2888,8.5,13399844083,0.060129
C36402,2801,17.4,6623029036,0.060837
C36404,1216,71.9,4791075403,0.181856
C36405,1101,36.4,6314360803,0.121338
C36407,1102,43.25,2445026500,0.055826
C36408,2201,74.3,550000000,0.021573
C36409,2609,65.6,1745702925,0.060456
C36450,INFO,1421.9,3550824659,0.993618
C36455,2382,89.8,2659032724,0.126056
C36475,TCOM,1259.85,113919385,0.028245
C36476,Z,212.45,829363056,0.034676
C36479,2308,294,2159078015,0.335105
C36480,1326,69.4,3421518842,0.125356
C36501,FALAB,1800,792319051,0.028387
C36502,BSAN,36.1,61853125526,0.044444
C36840,AKCNS,52.5,40203884,0.001767
C36841,ALARK,70,130043582,0.007619
C36844,FROTO,601.3,62883072,0.031647
C36846,SAHOL,39.14,1018161562,0.033353
C36850,TUPRS,76.75,879069554,0.056468
C36853,2886,32.8,11151855666,0.193102
C36854,2891,21.7,18132200299,0.207719
C36857,5347,95.7,901440247,0.045542
C36859,BBNI,9375,7459462583,0.075582
C36863,991,1.38,2834997578,0.008033
C36865,338,1.32,3495000000,0.009472
C36866,1055,5.81,1674205873,0.019972
C36867,1033,0.62,2819174495,0.003589
C36869,576,6.38,1433662096,0.01878
C36870,1138,7.72,1296000000,0.020543
C36871,CDB,4.4,3925110200,0.063277
C36872,670,3.18,1554950000,0.010153
C36873,1071,3.07,1614199584,0.010175
C36875,177,7.45,1222000000,0.018692
C36876,MAHB,6.85,1083156095,0.027184
C36877,1171,26.95,1900000000,0.105135
C36880,525,1.53,1431300000,0.004496
C36883,548,7.1,703995500,0.010263
C36885,358,13.6,1189349570,0.033211
C36888,347,2.36,1411540000,0.00684
C36890,323,1.66,836542042,0.002851
C36891,200725,3.54,692884127,0.005036
C36892,900936,1.889,407561214,0.012408
C36896,UNVR,4250,5722500000,0.026286
C36899,694,5.85,1787835476,0.021474
C36901,KCHOL,77.55,850616655,0.05521
C36919,REM,136.68,508022346,0.061343
C38719,VAPORES,81.69,17463806586,0.028395
C38720,CAP,6321.5,73713380,0.009275
C38734,900911,0.964,272176190,0.004229
C38735,900902,0.26,465850000,0.001952
C38738,900909,0.574,243100000,0.002249
C38740,900912,0.936,200557500,0.003026
C38741,900923,0.682,179718197,0.001975
C38742,900925,1.093,216235008,0.003809
C38743,900926,3.355,502673600,0.027181
C38744,900934,2.122,156000000,0.005335
C38746,200012,2.98,1109369060,0.006788
C38750,200625,3.47,1526954553,0.010879
C38814,SIEM,3359.85,89020112,0.058861
C38818,IH,326.75,827579024,0.053217
C38832,WPRO,366.65,1261986460,0.09106
C38915,ECILC,29.34,155828124,0.003827
C38918,KORDS,72.65,56201395,0.003417
C38919,BRISA,44.5,38871890,0.001448
C38920,AKSA,74.3,113960000,0.007087
C38923,CIMSA,93.2,49292313,0.003845
C38926,SARKY,30.9,260119999,0.006727
C38929,AYGAZ,66.95,51345459,0.002877
C38933,THYAO,127.4,552000000,0.058859
C38934,1504,43.05,1930263946,0.043869
C38936,2603,163.5,1005261000,0.086768
C38938,2610,19.35,2856430286,0.029179
C38939,2204,64.4,257101287,0.008741
C38943,1605,49.55,3426856179,0.089641
C38946,1434,28.15,1019390572,0.015149
C38955,1802,20.25,1615718580,0.017273
C39050,BBAS3,39.02,856019820,0.106429
C39051,BBDC3,11.65,1508884381,0.05601
C39055,EMBR3,19.65,734631608,0.045996
C39060,PETR3,27.08,3701760471,0.319407
C39087,EYDAP,6.75,41180355,0.004894
C39186,AMXB,19.21,28186544453,0.478424
C39208,CLS,260.08,243760785,0.056008
C39211,NPN,3251.32,192139635,0.551893
C39214,HCLT,1091.85,1085065178,0.233153
C39217,CIPLA,893.35,511113507,0.089859
C39220,HPCL,227.9,607011711,0.027225
C39222,BPCL,332,998246313,0.065222
C39223,DRRD,4699.4,120772655,0.111695
C39224,GLXO,1300.05,42351510,0.010836
C39225,DABUR,525.9,576700303,0.059686
C39230,TU,13.2,2743735211,0.017233
C39232,857,4.79,20807735180,0.204642
C39233,386,4.72,24780936600,0.240156
C39289,165,5.56,835211740,0.009535
C39290,2238,4.91,3098620305,0.031238
C39346,QUINENC,3100,265359803,0.016373
C41234,CPLE3,6.33,319811046,0.00645
C41256,EGIE3,40.15,174753244,0.022356
C41260,TIMS3,12.94,808671349,0.033342
C41375,USIM3,7.49,169639994,0.004049
C43417,BCI,23608,53675648,0.025222
C43424,CHILE,77.62,43638346470,0.067419
C43469,COLBUN,102.93,7234154071,0.014821
C52235,LAMDA,5.6,68660614,0.006769
C52271,GEKTERNA,11.06,51737818,0.010074
C52404,OTOEL,12.2,19225022,0.004129
C52482,995,7.54,493010000,0.007632
C52489,136,2,4170771730,0.017127
C52520,914,26.3,1183025880,0.063883
C52524,175,9.75,5399232116,0.108086
C52551,754,7.23,801214422,0.011894
C52578,1044,36.85,692275430,0.052378
C52639,1093,7.71,8353337345,0.132235
C52643,1109,35.9,2752542677,0.202891
C52750,966,8.31,1450545882,0.024749
C52769,1072,11.7,340000000,0.008168
C52776,1385,29.95,284052200,0.017467
C52793,1177,4.15,9723609646,0.082853
C52836,696,15.32,932562000,0.029334
C52838,268,13.44,2563828088,0.070749
C52862,639,2.46,1789051352,0.009036
C52878,123,11.98,1244605027,0.030614
C52896,152,6.76,1384896695,0.019222
C52905,1060,0.51,13262325915,0.013887
C52911,384,10.6,2917362138,0.063494
C52938,148,23.3,727367379,0.034797
C52967,1193,26.75,890644634,0.048917
C52992,257,3.29,3602941010,0.024338
C53059,241,5.81,4730507685,0.056431
C53109,322,13.08,1866951764,0.050139
C53112,168,84.95,609825342,0.106366
C53128,371,1.93,4007755989,0.015882
C53134,570,4.2,2440456946,0.021045
C53243,BRGR,597.2,242947928,0.028553
C53246,3M,23328.25,2816268,0.012929
C53247,BHFC,762.4,251752939,0.037773
C53257,APNT,2809.85,450856668,0.249312
C53259,BOB,166.9,1034272436,0.033971
C53260,BOI,76.75,761492214,0.011502
C53268,GRASIM,1669.05,383219806,0.125875
C53272,CGPOWER,290.7,698990971,0.039989
C53284,ICICIBC,875,1563846483,0.269292
C53302,LICHF,336.7,301219705,0.019959
C53338,TATACONS,730.5,604068962,0.086842
C53339,SAIL,82.1,1445810739,0.02336
C53343,BJHI,5934.5,26710442,0.031195
C53344,TPWR,195.25,1654213007,0.063563
C53345,ABB,3397.1,52977094,0.035417
C53348,BATA,1402.75,60461870,0.016691
C53349,BRIT,4299.8,118916784,0.100627
C53364,GAIL,105.45,2634936112,0.054681
C53366,MAXF,634.05,241831399,0.030176
C53367,PIEL,699.2,126303751,0.01738
C53376,VOLT,830.7,229275333,0.037482
C53381,VEDL,273.2,1225403181,0.065884
C53383,SI,2614.2,63894125,0.032872
C53387,AXSB,851.95,2272390647,0.380994
C53389,TTAN,2548.45,416139211,0.208707
C53395,BHE,98.75,3269546067,0.06354
C53396,HZ,311.3,232198919,0.014225
C53419,AL,136.45,1432173504,0.038458
C53433,PIDI,2332.05,152024521,0.069771
C53439,EXID,181.05,459023681,0.016355
C53450,MPHL,1794.1,81219179,0.028677
C53464,GUJGA,466.35,200976325,0.018445
C53473,ARBP,535.1,265078627,0.027915
C53477,BAF,5932.2,235800368,0.275284
C53494,LIIL,4147.9,21321056,0.017404
C53506,TELX,6068.15,34281835,0.040939
C53511,ZYDUSLIFE,494.15,253549180,0.024657
C53526,GNP,482.1,150715230,0.014299
C53530,IOCL,77.7,4098629988,0.062673
C53534,TRENT,1367.25,181298605,0.048782
C53543,APHS,4201.95,99162248,0.082001
C53557,KNPL,391.9,134770262,0.010394
C53558,WHIRL,1328.65,30449239,0.007962
C53563,KKC,1578.05,135075919,0.041949
C53575,PATANJAL,966.2,69410660,0.013198
C53590,HMCL,2426.45,130619990,0.062374
C53592,SCHFL,3039.45,40420870,0.024178
C53594,ADE,1754.05,272688627,0.094131
C53600,BYRCS,4079.6,12838782,0.010308
C57891,QLG,5.74,1075189663,0.022612
C57922,DLG,2.37,4083925176,0.035462
C58125,FNH,25.44,158652591,0.014788
C58133,ABMB,3.38,1098226346,0.0136
C58206,PETD,21.8,261095900,0.020854
C58211,PMAH,4.95,3514299786,0.063736
C58403,KOFUBL,149.03,525208065,0.069159
C58455,PINFRA*,187.16,218571026,0.036145
C58468,GFNORTEO,149.61,2883456594,0.381169
C58472,ORBIA*,38.43,969825000,0.032931
C59673,BRPT,775,25071552455,0.021
C59688,AALI,8225,390711732,0.003473
C59753,UNTR,29800,1483013463,0.047764
C59757,BBCA,8750,55361110209,0.523545
C59762,BDMN,2920,734027422,0.002317
C59789,CPIN,4420,7292190600,0.034835
C59834,INCO,6400,2001178618,0.013842
C59883,GDSP,423.95,84820010,0.007077
C59888,LPC,664.1,239912457,0.031355
C59931,KMB,1757.1,99485490,0.034402
C60051,HWA,36427.25,2210381,0.015846
C61029,AGI,12.2,3641475912,0.013159
C61030,SCC,29.3,1171069225,0.010163
C61042,GLO,1836,31458969,0.017108
C61055,JFC,223,415983029,0.027476
C61065,LTG,10,2775686250,0.008221
C62594,BH,230,566817226,0.062032
C62603,BDMS,30,8899521061,0.127038
C62606,BJC,37.5,1017579582,0.018157
C62619,CPN,69.5,2771927000,0.091667
C62751,MINT,30.75,3719283158,0.054419
C62808,BTS,7.4,8427270787,0.029673
C62901,BRSAN,95.1,37592734,0.002992
C62908,ASELS,52.15,588240000,0.025675
C62933,ECZYT,144.8,19971000,0.00242
C62934,EGEEN,4470,1145970,0.004287
C62948,GUBRF,215.5,80327000,0.014488
C62954,HEKTS,26.32,1168579186,0.025742
C62966,KONYA,2679.9,877219,0.001968
C62972,KERVT,10.36,234324254,0.002032
C62977,OYAKC,33.5,306347412,0.008589
C62990,OTKAR,980,7440000,0.006102
C63002,PETKM,14.17,1241856000,0.014728
C63015,TSKB,4.09,1165360000,0.003989
C63019,TUKAS,15.46,168228230,0.002177
C63041,SASA,104.2,338115513,0.029487
C63057,BRYAT,799,4752060,0.003178
C63058,ULKER,31.08,151677000,0.003946
C63066,ASUZU,150.2,15246000,0.001917
C63095,AGHOL,94.15,125944850,0.009924
C63105,2345,309,531420449,0.086689
C63106,2353,28.35,2840904553,0.042518
C63119,2379,379,475322022,0.095103
C63147,2834,13.4,5301203662,0.037501
C63157,1722,56.2,736960000,0.021865
C63183,2377,144,684333521,0.052023
C63202,2385,95.7,603687127,0.030499
C63247,2105,36.8,1832372203,0.035598
C63280,2395,353,412789211,0.076925
C63311,2408,68.6,817750599,0.029615
C63312,2412,121,3801148807,0.242809
C63313,2409,18.5,7036478088,0.068721
C63322,1717,31.85,952274163,0.016012
C63331,2845,11.2,2236969636,0.013226
C63337,9910,189.5,440840550,0.044102
C63345,1476,481,198597890,0.05043
C63357,9921,173.5,309244684,0.028325
C63367,2207,637,318806999,0.107209
C63405,2301,73.2,2125418884,0.082134
C63441,9904,31.05,2652108492,0.043473
C63445,2912,269.5,560980169,0.079813
C63451,9945,35.65,2350277999,0.044233
C63464,2354,55.5,1102874104,0.032314
C63484,2347,60.7,1353538965,0.043374
C63514,9917,104,280825071,0.015418
C63535,2606,57.6,422443350,0.012846
C63547,2615,69.4,920303739,0.033718
C63555,2327,516,390348410,0.106333
C63581,2492,94.7,485804299,0.024287
C63620,3037,144.5,1257511908,0.095928
C63655,6005,12.05,1997452540,0.012707
C63686,2618,26.5,2539457348,0.035526
C63689,2474,185,684245111,0.066826
C63774,3045,101.5,1724424465,0.092401
C63823,5483,154.5,532004942,0.043392
C63843,3034,439,572000781,0.132564
C71237,200488,2.27,706385266,0.003292
C71247,900948,1.45,1024800000,0.02395
C71254,200869,12.01,208802880,0.005149
C71255,900947,0.252,1029622239,0.004182
C71261,900905,3.495,206008134,0.011604
C71268,200596,139.88,120000000,0.034464
C71270,200581,14.8,144799200,0.0044
C71285,200028,18.17,54884475,0.002048
C72280,GAM,4.07,2323172726,0.034643
C72400,MTM,18.19,1250754464,0.020099
C72443,EXX,190.02,240921042,0.040444
C72455,PTT,31.25,14281498125,0.212358
C72459,GGBR4,23.94,1080372576,0.082411
C72468,NUHCM,135.7,59989003,0.006813
C72476,PPC,8.15,209332226,0.030036
C72485,OMU,11.89,4496066990,0.047227
C72546,SNT,289.55,40802574,0.010437
C72590,NTC,15.04,1438226555,0.01911
C72723,DSY,144.97,524935635,0.06723
C72735,RDF,3.83,6595759150,0.022317
C72736,APN,186.76,370317764,0.061099
C72753,MRP,146.32,256353655,0.033138
C72767,WHL,65.25,920288510,0.05305
C72791,NPH,151.36,369656179,0.04943
C72792,TFG,93.6,320765453,0.026524
C72859,2600,3.98,3943965968,0.032229
C72860,874,24.6,219900000,0.011107
C72865,2454,749,1486937842,0.587949
C72866,2881,56.9,7368902298,0.22135
C72870,MOH,24.34,54735341,0.023455
C72954,GRT,13.43,3391548378,0.040239
C72958,CPI,1754.77,84822546,0.131495
C73065,2887,16.65,11359873863,0.099851
C73139,ENKAI,30.3,1794805500,0.045516
C73147,OPAP,15.2,185173093,0.049554
C73416,BELA,19.3,109718590,0.037281
C74851,SCMA,178,17987864745,0.003461
C75348,TOPG,1.07,5204398374,0.020403
C75390,MISC,7.16,1726355408,0.045288
C75457,BLOOM,9.32,3388671267,0.009354
C75617,2451,73.5,279748212,0.010855
C75655,4904,75.7,1596665397,0.063808
C75660,2885,22.4,11970192728,0.141551
C75731,3008,2135,102442868,0.115464
C75734,2498,64.1,723255773,0.024475
C75753,2884,25,14111051443,0.186236
C75757,HMPRO,14.4,5615561557,0.038477
C75795,KRDMA,16.5,240303646,0.003319
C75989,TCELL,33.9,1184105335,0.033596
C76008,KRDMD,18.3,780226002,0.01195
C76016,ISGYO,9.14,427219000,0.003268
C76017,KARSN,8.68,311151600,0.00226
C76025,ZOREN,4.44,506518003,0.001882
C76261,BRFS3,6.14,800396040,0.015659
C76266,ALPA4,7.5,229945563,0.005495
C76274,ITUB3,20.75,450299378,0.029772
C76275,SUZB3,40.36,703693610,0.090495
C76343,BRKM5,19.53,188861367,0.011753
C76395,TRPL4,22.09,187774012,0.013217
C76410,UGPA3,14.43,828768569,0.038105
C76420,BRAP4,26.07,250856412,0.020838
C76421,BRAP3,23.73,30390744,0.002298
C76424,GOAU4,11.28,666527888,0.023956
C76494,UNIP6,69.45,47984500,0.010618
C76503,WEGE3,38.61,1482743059,0.182412
C76525,PFBCOLO,29810,448588645,0.047168
C76545,LIVEPOLC,109.82,197446100,0.019159
C76554,ASURB,554.21,199612332,0.097747
C76560,GFINBURO,38.76,1992764194,0.068247
C76562,ELEKTRA*,1081.34,60209813,0.057527
C77253,OFSS,3254.55,22885942,0.014658
C77254,CBK,284.55,362826050,0.020318
C77255,1211,227.4,966172358,0.451106
C77256,RATCH,38.25,1163624992,0.021178
C77257,2890,16.6,11284401123,0.09889
C77387,2688,102.2,759912910,0.159459
C77401,PTBA,4030,4029926606,0.017553
C77464,BDO,124.2,2352604868,0.086545
C77489,ACEN,6.24,7928569834,0.014654
C77781,KTC,55.25,1303347872,0.034264
C78163,598,2.42,1936443301,0.009622
C78429,ARTO,536.85,198567455,0.020979
C78579,BIL,1969.75,80621170,0.031252
C78608,BHARTI,765.95,2312332168,0.348556
C78663,CIFC,841.4,401527290,0.066487
C78685,CRIN,923.05,108880817,0.019779
C78712,DN,1807.3,74073073,0.026346
C78753,EIM,2961.7,138858063,0.080934
C78846,GCPL,967.65,364503529,0.069413
C78922,TTLS,64.15,501211784,0.006328
C79016,JSTL,682.7,1000972790,0.134485
C79158,MRPL,54.25,200146780,0.002137
C79251,NMDC,111,1148767445,0.025094
C79418,PNB,47.2,1117723185,0.010382
C79428,RJEX,626.95,135715985,0.016745
C79457,RLXF,832.85,72248781,0.011842
C79538,UPLL,726.15,526926564,0.0753
C79588,SHTF,1303.85,247856722,0.063599
C79793,TVSL,1098.7,236196738,0.051071
C79808,UNBK,67.05,1128066951,0.014885
C79813,UBBL,1407.05,68846661,0.019064
C79973,AC*,164.83,441070789,0.064237
C79974,CCRO3,12.83,1115695556,0.04561
C79976,GCC*,139.02,163090612,0.020033
C79979,DIVI,2921.45,127429220,0.073264
C79988,2883,8.08,1811124000,0.030046
C79994,604,1.41,2335155862,0.00676
C82071,JSP,544.3,389644922,0.041738
C83040,CCRI,570.65,274558912,0.030834
C83043,FB,127.05,1556233078,0.038911
C83046,HAVL,1194.55,240296387,0.05649
C83048,IPCA,830.4,136544018,0.022314
C83056,MRCO,479.3,518128888,0.048873
C83058,UNSP,756.45,288258410,0.042912
C83060,MOTHERSO,67.9,2157712563,0.028833
C83061,BOS,18795,8688416,0.032137
C83062,MRF,84005.55,2702517,0.044678
C83078,SRCM,26164.7,13510951,0.06957
C83081,SUNP,1012.1,1087154412,0.216539
C83085,TRP,1574.75,97316000,0.030159
C83679,6239,91.6,686192642,0.033182
C83814,KOZAA,40.86,185308200,0.006337
C84076,1083,3.37,1203765161,0.008329
C84179,PBK,3.99,14185873590,0.20738
C84257,EGCO,155.5,266654523,0.01973
C84433,MSIL,8516.65,132291620,0.221729
C84441,BMRI,5175,44269080468,0.247601
C84672,3231,40.6,2855348391,0.0612
C84968,2314,3.24,1417701581,0.009431
C85005,CPALL,61,5946788548,0.172606
C85061,2328,7.98,6728436504,0.110243
C85066,2357,4.12,2398111326,0.020286
C85096,PTTGC,44.75,2028982103,0.043203
C85114,BBRI,4840,70112198842,0.366759
C85121,836,16.24,1879921414,0.062684
C85258,2628,12.92,7441175000,0.197396
C85263,2333,8.91,2511199000,0.04594
C85264,PGAS,1365,10431120977,0.015389
C85326,2899,13.52,5736940000,0.159254
C85334,IGL,462.45,350000400,0.031853
C85336,6505,86.8,1364117422,0.062508
C85519,1066,13.52,2315950374,0.064289
C85554,OGDC,84.69,644279074,0.003094
C85593,AOT,72,4285710000,0.146825
C85598,2338,12.46,1943040000,0.049709
C85676,PLNG,235.8,750000088,0.034804
C85697,8069,172,889515678,0.080769
C85740,BIOS,215.8,454157588,0.019288
C85800,ITAUCORP,1.922,3.2413E+11,0.0124
C85901,CENCOSUD,1544,1322054214,0.040629
C86890,NTCO3,11.2,962494468,0.034348
C87646,RADL3,25,1069323569,0.08518
C87693,LREN3,15.71,962596968,0.048185
C87843,ISA,16270,440480920,0.025279
C88035,2319,33.25,3078107231,0.21014
C88055,2866,1.01,3657987600,0.007586
C88148,700,385.4,5997912769,4.746192
C88152,2318,51,6255870148,0.655075
C88174,DOAS,125.6,54822343,0.005763
C88235,2331,58.55,2269706208,0.272854
C88531,TCS,3220.7,1020451254,0.646791
C88558,UTCEM,7701.85,114405380,0.173406
C88641,COFORGE,4000.1,41789721,0.032897
C88767,BPCC,769,388670214,0.015699
C88768,BURG,225,887723418,0.010491
